종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"376290","씨유테크","3605","45","1.26","52","69.33",,,"5693","0.63","16","0.44"
"189330","씨이랩","9130","-270","-2.87",,,,,"2432","3.75","0","0.00"
"096530","씨젠","21550","550","2.62","14","1539.29",,,"22320","0.97","800","3.71"
"101240","씨큐브","4905","130","2.72","358","13.70",,,"7455","0.66","0","0.00"
"060590","씨티씨바이오","8390","670","8.68",,,,,"3156","2.66","0","0.00"
"308170","씨티알모빌리티","7450","0","0.00",,,,,"9884","0.75","0","0.00"
"260930","씨티케이","6910","530","8.31","369","18.73","476","14.52","8448","0.82","100","1.45"
"052300","씨티프라퍼티","401","-2","-0.50",,,,,"1351","0.30","0","0.00"
"413630","씨피시스템","3365","185","5.82",,,,,,,"0","0.00"
"013990","아가방컴퍼니","4380","50","1.15","410","10.68",,,"5439","0.81","0","0.00"
"123860","아나패스","26200","-400","-1.50","230","113.91","2535","10.34","4438","5.90","0","0.00"
